"Date","Price (Open)"
"2021-11-02","363.3001660884911"
"2021-11-01","345.80767431064055"
"2021-10-31","319.12395417270926"
"2021-10-30","328.5847780319879"
"2021-10-29","312.3739290497106"
"2021-10-28","302.7240501033355"
"2021-10-27","342.4084231738178"
"2021-10-26","322.75566972742115"
"2021-10-25","308.3949911375644"
"2021-10-24","311.86143343996025"
"2021-10-23","315.41032550696474"
"2021-10-22","315.4446068627666"
"2021-10-21","322.8880221193724"
"2021-10-20","308.5884303310055"
"2021-10-19","305.3023374240763"
"2021-10-18","310.771232806333"
"2021-10-17","316.76355064580866"
"2021-10-16","316.32921248226546"
"2021-10-15","314.7806980427283"
"2021-10-14","304.68208713968204"
"2021-10-13","306.2659723450322"
"2021-10-12","302.85447950488896"
"2021-10-11","303.4698258065771"
"2021-10-10","330.20496877843993"
"2021-10-09","313.64614632151296"
"2021-10-08","316.5741324582948"
"2021-10-07","306.6984823217193"
"2021-10-06","309.8735354805543"
"2021-10-05","313.1916589278744"
"2021-10-04","326.54587918097576"
"2021-10-03","341.79328325945363"
"2021-10-02","325.3744243369956"
"2021-10-01","309.26413183576426"
"2021-09-30","305.7603328124108"
"2021-09-29","323.26365375608225"
"2021-09-28","344.3789168508384"
"2021-09-27","353.55113135060094"
"2021-09-26","331.05686825509184"
"2021-09-25","341.3828562877912"
"2021-09-24","374.24980688760695"
"2021-09-23","347.8135984472151"
"2021-09-22","312.501583607849"
"2021-09-21","336.09452770672686"
"2021-09-20","392.6594229643154"
"2021-09-19","399.1399774941558"
"2021-09-18","400.1075377945466"
"2021-09-17","422.28189080446384"
"2021-09-16","443.52868130431216"
"2021-09-15","446.8052732903966"
"2021-09-14","384.8487944646613"
"2021-09-13","403.3050731582859"
"2021-09-12","397.2186587703733"
"2021-09-11","391.7735923348764"
"2021-09-10","411.7468794008973"
"2021-09-09","411.83168484370407"
"2021-09-08","412.06043877306826"
"2021-09-07","509.4456760758292"
"2021-09-06","510.22991299652693"
"2021-09-05","471.60245680978176"
"2021-09-04","466.7772791637239"
"2021-09-03","462.48629895356675"
"2021-09-02","479.4396902319389"
"2021-09-01","441.13016632812145"
"2021-08-31","419.8682261808111"
"2021-08-30","418.6190764683759"
"2021-08-29","413.7465853002711"
"2021-08-28","421.2894994744103"
"2021-08-27","405.27469714245143"
"2021-08-26","435.49292561065624"
"2021-08-25","423.06847629659757"
"2021-08-24","465.22475261710616"
"2021-08-23","460.32392256703486"
"2021-08-22","462.69363149360373"
"2021-08-21","480.1430283329598"
"2021-08-20","456.0333814722499"
"2021-08-19","436.14143632772436"
"2021-08-18","447.48720385682304"
"2021-08-17","470.2984280799721"
"2021-08-16","489.32548635939247"
"2021-08-15","477.22597139780316"
"2021-08-14","484.18067182195995"
"2021-08-13","453.4601109891568"
"2021-08-12","468.5488575529772"
"2021-08-11","472.4586863329085"
"2021-08-10","467.7178717837685"
"2021-08-09","467.0378527773297"
"2021-08-08","507.35220520947837"
"2021-08-07","466.44792629719694"
"2021-08-06","475.17182825421264"
"2021-08-05","464.52463107714084"
"2021-08-04","396.03961883375206"
"2021-08-03","407.59409715940853"
"2021-08-02","409.93626934267724"
"2021-08-01","406.1065158136046"
"2021-07-31","404.7245290372091"
"2021-07-30","396.17959285067997"
"2021-07-29","387.1956906835642"
"2021-07-28","392.70781645440985"
"2021-07-27","392.66506314433184"
"2021-07-26","391.336803185297"
"2021-07-25","409.4092994305999"
"2021-07-24","417.6534273150036"
"2021-07-23","412.5667339208727"
"2021-07-22","376.07271537824744"
"2021-07-21","349.7404593622718"
"2021-07-20","339.1517219230915"
"2021-07-19","379.67614462315515"
"2021-07-18","378.7802565529127"
"2021-07-17","368.18325502512863"
"2021-07-16","398.59828598126643"
"2021-07-15","410.07790382231525"
"2021-07-14","387.33931664448744"
"2021-07-13","412.7521573584132"
"2021-07-12","435.25592783234697"
"2021-07-11","423.11206293663724"
"2021-07-10","434.3374709302144"
"2021-07-09","415.0131729119685"
"2021-07-08","440.2896002406619"
"2021-07-07","482.0603760836891"
"2021-07-06","492.58227009773316"
