"Date","Price (Open)"
"2021-11-02","2451.686145449539"
"2021-11-01","2421.4253706236523"
"2021-10-31","2377.628320294058"
"2021-10-30","2450.943991627013"
"2021-10-29","2380.4502636970974"
"2021-10-28","2227.683061847854"
"2021-10-27","2461.504874387241"
"2021-10-26","2471.277074249366"
"2021-10-25","2438.800292221792"
"2021-10-24","2526.382224053102"
"2021-10-23","2519.774732351661"
"2021-10-22","2570.7160410010265"
"2021-10-21","2592.552422121553"
"2021-10-20","2492.431990679451"
"2021-10-19","2506.622681628013"
"2021-10-18","2550.6550584564075"
"2021-10-17","2594.752153194671"
"2021-10-16","2568.324077207633"
"2021-10-15","2548.5765296597247"
"2021-10-14","2494.2435499482904"
"2021-10-13","2441.2952710487743"
"2021-10-12","2448.7824386501043"
"2021-10-11","2460.8870107770863"
"2021-10-10","2572.0558596853016"
"2021-10-09","2498.0455046055686"
"2021-10-08","2506.0872232612282"
"2021-10-07","2490.4093007914485"
"2021-10-06","2542.2518430226232"
"2021-10-05","2545.1235823943894"
"2021-10-04","2542.182186779961"
"2021-10-03","2518.476594818032"
"2021-10-02","2430.283646844794"
"2021-10-01","2274.5853346310264"
"2021-09-30","2229.792548656742"
"2021-09-29","2251.353738424412"
"2021-09-28","2277.5959932510705"
"2021-09-27","2347.2396672700434"
"2021-09-26","2261.082645782868"
"2021-09-25","2296.4070144757843"
"2021-09-24","2491.8946984624486"
"2021-09-23","2526.9229451243314"
"2021-09-22","2289.448098654904"
"2021-09-21","2428.725296705703"
"2021-09-20","2764.911931308498"
"2021-09-19","2825.3130835142674"
"2021-09-18","2788.5190527005097"
"2021-09-17","2970.6454311626585"
"2021-09-16","3067.0237776704516"
"2021-09-15","2920.7487098342813"
"2021-09-14","2806.728193987887"
"2021-09-13","2876.3344445547896"
"2021-09-12","2841.000906315126"
"2021-09-11","2779.487032387193"
"2021-09-10","2937.026787573215"
"2021-09-09","3049.801819947022"
"2021-09-08","3051.4145175393082"
"2021-09-07","3621.4856390781533"
"2021-09-06","3721.3620732917566"
"2021-09-05","3551.2840355366066"
"2021-09-04","3653.90556587054"
"2021-09-03","3550.72861229774"
"2021-09-02","3699.3701547420164"
